"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE905548934797";"PV 29 BA II";"In Betrieb";"Solare Strahlungsenergie";"749,84";"700";"3/17/2020";"3/19/2020";"Sachsen-Anhalt";"39240";"Calbe";"Gewerbering West";"3";"";"";"15089055";"51,899332";"11,754049";"2678";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"11/10/2020";"";"";"Amatec PV 20 GmbH & Co. KG";"ABR975179075411";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL915384564065";"EEG976937571947";"";"3/17/2020";"749,84";"SOL18-3/007,";"";"";"";""
"SEE998305001733";"Deponie 3 Boxberg Teil1";"In Betrieb";"Solare Strahlungsenergie";"884,16";"800";"11/11/2010";"3/19/2020";"Sachsen";"02943";"Boxberg";"Alte Bautzener Straße";"901Z";"";"";"14626060";"51,412307";"14,590855";"4608";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"1/27/2022";"";"";"Solar Boxberg OHG";"ABR950228985187";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL973806696787";"EEG902286219339";"E41081010000000000000000000141339";"11/11/2010";"884,16";"";"";"";"";""
"SEE932471308173";"Deponie 3 Boxberg Teil2";"In Betrieb";"Solare Strahlungsenergie";"49,14";"40";"5/31/2011";"3/19/2020";"Sachsen";"02943";"Boxberg";"Alte Bautzener Straße";"901Z";"";"";"14626060";"51,412698";"14,590633";"252";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/16/2021";"";"";"Solar Boxberg OHG";"ABR950228985187";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL973806696787";"EEG988602849916";"E41081010000000000000000000141339";"5/31/2011";"49,14";"";"";"";"";""
"SEE979411905795";"PVA Storkow Pappelring";"In Betrieb";"Solare Strahlungsenergie";"580,89";"580,89";"6/30/2020";"3/19/2020";"Brandenburg";"15859";"Storkow";"Pappelring";"2";"";"";"12067413";"52,268848";"13,944744";"1734";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"12/29/2021";"";"";"InnPro Gesellschaft für Vermarktung Innovativer Produkte mbH";"ABR978541747770";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL938373779110";"EEG952772503633";"";"6/30/2020";"580,89";"";"";"";"";""
"SEE954927133122";"PVA Behälterfläche WW Lindenbrück";"In Betrieb";"Solare Strahlungsenergie";"36,4";"25";"1/28/2021";"12/7/2020";"Brandenburg";"15806";"Zossen";"";"";"";"";"12072477";"";"";"130";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/20/2021";"";"";"Zweckverband KMS Zossen";"ABR994616632123";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL953226135844";"EEG964860797787";"";"10/21/2020";"25";"";"";"";"";""
"SEE904393086569";"20101 SP Lauchhammer West 2020-AT5";"In Betrieb";"Solare Strahlungsenergie";"746,24";"720";"2/28/2020";"3/27/2020";"Brandenburg";"01979";"Lauchhammer";"";"";"Lauchhammer";"Flur16: 378.";"12066064";"51,490912";"13,732338";"2332";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"2/5/2021";"";"";"EnValue Solarpark 17 GmbH & Co. KG";"ABR955733436261";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL952328865376";"EEG966414722412";"E41081010000000000000000000267553";"2/28/2020";"746,24";"";"";"";"";""
"SEE953524711474";"PV_DIT";"In Betrieb";"Solare Strahlungsenergie";"8299,74";"7955";"12/16/2020";"12/22/2020";"Sachsen";"09669";"Frankenberg";"";"";"Neudörfchen";"136/2, 141/2";"14522150";"50,945227";"13,074958";"24598";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/4/2021";"";"";"Solarpark Dittersbach GmbH & Co.KG";"ABR990880400239";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL902329383560";"EEG985072422700";"E41081010000000000000000000310520";"12/16/2020";"8299,74";"SOL19-5/189,";"";"";"";""
"SEE973081259745";"Prettin 1";"In Betrieb";"Solare Strahlungsenergie";"749,685";"702,8";"3/27/2018";"3/24/2020";"Sachsen-Anhalt";"06925";"Annaburg";"Hinterfährstraße";"901";"";"";"15091010";"51,664006";"12,903856";"2829";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/23/2021";"";"";"EnerGeno& BEG Solar 2 GbR";"ABR985567645843";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL954098671591";"EEG969323639093";"E41081010000000000000000000255417";"3/27/2018";"749,685";"";"";"";"";""
"SEE905004191443";"Rückersdorf Süd";"In Betrieb";"Solare Strahlungsenergie";"1796";"1450";"8/8/2014";"3/25/2020";"Brandenburg";"03238";"Rückersdorf";"Sägewerk";"900 z";"";"";"12062177";"51,562674";"13,575591";"7184";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"4/19/2021";"";"";"EnerGeno& BEG Solar 2 GbR";"ABR985567645843";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL993964972080";"EEG962290851642";"E41081010000000000000000000217455";"8/8/2014";"1796";"";"";"";"";""
"SEE942211347799";"Solarpark Magdeburg";"In Betrieb";"Solare Strahlungsenergie";"8492,9";"7760";"12/22/2011";"3/25/2020";"Sachsen-Anhalt";"39114";"Magdeburg";"An der Lake";"";"";"";"15003000";"52,135";"11,68";"36140";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"3/25/2020";"";"";"FP Lux Solar GmbH & Co. Magdeburg KG";"ABR944768209391";"Volleinspeisung";"";"Netze Magdeburg GmbH (SNB933459598975)";"SNB933459598975";"Geprüft";"Mittelspannung";"SEL948655708226";"EEG904829382968";"E47046000000000000010002097000000";"12/22/2011";"8492,9";"";"";"";"";""
"SEE902076012386";"Wiesenberg, Alsleben";"In Betrieb";"Solare Strahlungsenergie";"1360";"1252";"6/30/2012";"3/25/2020";"Sachsen-Anhalt";"06425";"Alsleben";"Wiesenberg";"900 r";"";"";"15089005";"51,705158";"11,660442";"5440";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/28/2020";"";"";"Solarpark Apus Gmbh & Co. KG";"ABR940592732180";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL942595855507";"EEG969008976550";"E41081010000000000000000000191744";"6/30/2012";"1360";"";"";"";"";""
"SEE901956764742";"Solarpark Mahlwinkel";"In Betrieb";"Solare Strahlungsenergie";"9974,64";"8160";"12/30/2015";"3/26/2020";"Sachsen-Anhalt";"39326";"Angern";"";"";"Mahlwinkel";"Flur5: 17/5.";"15083030";"52,3727";"11,8077";"38364";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/22/2020";"";"";"Sonnenenergie Osterhof 8 GmbH & Co. KG";"ABR923325667560";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL974645035560";"EEG950145758123";"E4187802EA01000000000079833400001";"12/30/2015";"9974,64";"FFA15-1/133,";"";"";"";""
"SEE996195205583";"Solarpark Niedergörsdorf 1";"In Betrieb";"Solare Strahlungsenergie";"3611,52";"3114,27";"10/31/2012";"3/26/2020";"Brandenburg";"14913";"Niedergörsdorf";"Altes Lager";"";"";"";"12072297";"51,99597";"12,9983";"14894";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/7/2021";"";"";"FP Lux Solar GmbH & Co. Niedergörsdorf KG";"ABR902766081814";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL993698451486";"EEG958828831453";"E4186001SZP0000000000043609500002";"10/31/2012";"3611,52";"";"";"";"";""
"SEE954148888054";"Solarpark Niedergörsdorf 2";"In Betrieb";"Solare Strahlungsenergie";"3919,08";"3379,49";"11/30/2012";"3/26/2020";"Brandenburg";"14913";"Niedergörsdorf";"Altes Lager";"";"";"";"12072297";"51,99597";"12,998278";"16163";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/26/2021";"";"";"FP Lux Solar GmbH & Co. Niedergörsdorf KG";"ABR902766081814";"";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL993698451486";"EEG911628559385";"E4186001SZP0000000000043609500003";"11/30/2012";"3919,08";"";"";"";"";""
"SEE928741535691";"Solarpark Niedergörsdorf 3";"In Betrieb";"Solare Strahlungsenergie";"2455,53";"2117,44";"12/21/2012";"3/26/2020";"Brandenburg";"14913";"Niedergörsdorf";"Altes Lager";"";"";"";"12072297";"51,99597";"12,9983";"10127";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/26/2021";"";"";"FP Lux Solar GmbH & Co. Niedergörsdorf KG";"ABR902766081814";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL993698451486";"EEG957680690918";"E4186001SZP0000000000043609500004";"12/21/2012";"2455,53";"";"";"";"";""
"SEE941885655889";"Phönix - Halle (Saale) 1";"In Betrieb";"Solare Strahlungsenergie";"748,8";"660";"3/18/2020";"3/27/2020";"Sachsen-Anhalt";"06118";"Halle";"";"";"Trotha";"Flur 5: 13/2";"15002000";"51,532906";"11,954573";"1920";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"10/1/2020";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"Energieversorgung Halle Netz GmbH (SNB982934611074)";"SNB982934611074";"Geprüft";"Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung";"SEL903343647317";"EEG906590600081";"E4089701L00S000088295301000100003";"3/18/2020";"748,8";"";"";"";"";""
"SEE965984836956";"Phönix - Halle (Saale) 2";"In Betrieb";"Solare Strahlungsenergie";"5575,1";"4752";"3/26/2020";"3/27/2020";"Sachsen-Anhalt";"06118";"Halle";"";"";"Trotha";"Flur 5: Flurstücke 10/2, 25 (teilw.). Flur 7: Flurstück 45 (teilw.)31/1";"15002000";"51,532906";"11,954573";"14400";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"10/1/2020";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"Energieversorgung Halle Netz GmbH (SNB982934611074)";"SNB982934611074";"Geprüft";"Mittelspannung; Mittelspannung; Mittelspannung; Mittelspannung";"SEL903343647317";"EEG994503746674";"E4089701L00S000088295301000100004";"3/26/2020";"5575,1";"SOL19-2/132;SOL19-2/133;SOL18-3/030,";"";"";"";""
"SEE925187949228";"Werneuchen 4.2";"In Betrieb";"Solare Strahlungsenergie";"9249,76";"8140";"7/24/2020";"7/28/2020";"Brandenburg";"16356";"Werneuchen";"";"";"Werneuchen";"Flur5: 586.";"12060280";"52,632616";"13,772438";"28722";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"3/2/2021";"";"";"ENERPARC Solar Invest 124 GmbH";"ABR966580153720";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL914805637845";"EEG933069527952";"";"7/24/2020";"9249,76";"SOL19-5/125,";"";"";"";""
"SEE906124349745";"WRMR201";"In Betrieb";"Solare Strahlungsenergie";"4,65";"4,65";"7/25/2017";"3/27/2020";"Sachsen-Anhalt";"06386";"Osternienburger Land";"";"";"";"";"15082256";"";"";"15";"nachgeführt";"";"";"";"";"";"";"";"";"Freifläche";"12/10/2021";"";"";"natürliche Person (ABR907863772214)";"ABR907863772214";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL920736099775";"EEG960564006071";"E41081010000000000000000000256301";"7/25/2017";"4,65";"";"";"";"";""
"SEE997170622425";"PVA Dossow I";"In Betrieb";"Solare Strahlungsenergie";"2315,79";"2220";"11/27/2020";"1/20/2021";"Brandenburg";"16909";"Wittstock";"";"";"Dossow";"Flur 4: 189, 190.";"12068181";"53,1263";"12,5397";"11756";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"10/4/2022";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL948569581182";"EEG907955290992";"";"11/27/2020";"2315,79";"Gem18-2/012,";"";"";"";""
"SEE952528143373";"PVA Dossow - 750 kW";"In Betrieb";"Solare Strahlungsenergie";"739,2";"739,2";"5/28/2020";"6/5/2020";"Brandenburg";"16909";"Wittstock";"";"";"Dossow";"Flur 4: 189, 190 (teilw.).";"12068181";"53,12612";"12,53767";"1848";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"12/1/2021";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL917541758294";"EEG976284805436";"";"5/28/2020";"739,2";"";"";"";"";""
"SEE979140223351";"Solarpark KBL Meuro";"In Betrieb";"Solare Strahlungsenergie";"1093,96";"1015";"12/15/2011";"4/1/2020";"Brandenburg";"01994";"Meuro";"";"";"Meuro";"2 und 763";"12066285";"51,551407";"13,913297";"4466";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"9/22/2022";"";"";"JA Erste ImmoContract GmbH";"ABR993237519813";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL975059064184";"EEG954354883850";"E41081010000000000000000000178725";"12/15/2011";"1093,96";"";"";"";"";""
"SEE987433085166";"PVA Kotzen";"In Betrieb";"Solare Strahlungsenergie";"4600,96";"4026";"11/27/2020";"12/21/2020";"Brandenburg";"14715";"Kotzen";"";"";"Kotzen";"Flur 1: 48, 49, 58/2, 393, 402, 404.";"12063165";"52,64013";"12,51201";"11648";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"3/9/2022";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL901039675330";"EEG997625649090";"";"11/27/2020";"4600,96";"Gem18-2/011; Gem18-2/010,";"";"";"";""
"SEE964939099019";"PVA Kotzen - 750 kW";"In Betrieb";"Solare Strahlungsenergie";"733,12";"660";"5/26/2020";"6/5/2020";"Brandenburg";"14715";"Kotzen";"";"";"Kotzen";"Flur 1: 58/2, 393 (teilw.), 404 (teilw.).";"12063165";"52,63889";"12,51206";"1856";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"3/2/2022";"";"";"EVH Grüne Energie - Projekt 2 GmbH & Co. KG";"ABR977656937687";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL954004722546";"EEG989009658996";"";"5/26/2020";"733,12";"";"";"";"";""
"SEE957405399171";"Werneuchen 4.1";"In Betrieb";"Solare Strahlungsenergie";"748,8";"660";"3/26/2020";"4/1/2020";"Brandenburg";"16356";"Werneuchen";"";"";"Werneuchen";"Flur5: 604.";"12060280";"52,633079";"13,779758";"2304";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/14/2021";"";"";"ENERPARC Solar Invest 124 GmbH";"ABR966580153720";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL914805637845";"EEG933272933168";"";"3/26/2020";"748,8";"";"";"";"";""
"SEE950371781223";"PVA Wittenberge I";"In Betrieb";"Solare Strahlungsenergie";"3800";"3080";"1/12/2021";"2/8/2021";"Brandenburg";"19322";"Wittenberge";"";"";"Wittenberge";"Flur 11: 93";"12070060";"52,99506";"11,76678";"8539";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/12/2021";"";"";"EVH Grüne Energie - Projekt 3 GmbH & Co. KG";"ABR991534162756";"Volleinspeisung";"";"Stadtwerke Wittenberge GmbH (SNB941081544895)";"SNB941081544895";"Geprüft";"Mittelspannung";"SEL957277018897";"EEG917210623182";"E41419010000100950041NE0S00000002";"1/12/2021";"3800";"SOL19-2/131,";"";"";"";""
"SEE992355028788";"PVA Wittenberge - 750 kW";"In Betrieb";"Solare Strahlungsenergie";"739,14";"660";"1/11/2021";"1/21/2021";"Brandenburg";"19322";"Wittenberge";"";"";"Wittenberge";"Flur 11: 93";"12070060";"52,99625";"11,76597";"1650";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/26/2021";"";"";"EVH Grüne Energie - Projekt 3 GmbH & Co. KG";"ABR991534162756";"Volleinspeisung";"";"Stadtwerke Wittenberge GmbH (SNB941081544895)";"SNB941081544895";"Geprüft";"Mittelspannung";"SEL957277018897";"EEG911793488664";"E41419010000100950041NE0S00000001";"1/11/2021";"739,14";"";"";"";"";""
"SEE906359708355";"PV-Park Polditz";"In Betrieb";"Solare Strahlungsenergie";"3148,8";"3000";"12/14/2007";"4/1/2020";"Sachsen";"04703";"Leisnig";"";"";"Polditz";"278, 279, 283,  284,  296, 297";"14522310";"51,182343";"12,887285";"15744";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/27/2021";"";"";"Mainova PV_Park 1 GmbH & Co. KG";"ABR923058123838";"Volleinspeisung";"SGE939430039444";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL944557002172";"EEG995744313182";"E41081010000000000000000000117074";"12/14/2007";"3148,8";"";"";"";"";""
"SEE944987344286";"Flugplatz Schacksdorf";"In Betrieb";"Solare Strahlungsenergie";"1833,052";"1516,8";"12/15/2012";"4/1/2020";"Brandenburg";"03238";"Schacksdorf";"";"";"Finsterwalde";"50 226,231";"12062140";"51,603584";"13,740275";"7584";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/1/2021";"";"";"Solarpark Heideblick II GmbH & Co.KG";"ABR908752796830";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL959779550387";"EEG935345917815";"E41081010000000000000000000197998";"12/15/2012";"1833,052";"";"";"";"";""
"SEE967782966873";"Solarpark Meerane I";"In Betrieb";"Solare Strahlungsenergie";"1058";"1020";"3/9/2004";"4/2/2020";"Sachsen";"08393";"Meerane";"Seiferitzer Allee";"48";"";"";"14524190";"50,829478";"12,468977";"6608";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"1/28/2021";"";"";"Sonneninvest Deutschland GmbH & Co. KG";"ABR900987770814";"Volleinspeisung";"";"Stadtwerke Meerane GmbH (SNB918070278383)";"SNB918070278383";"Geprüft";"Mittelspannung";"SEL957121429817";"EEG956198465025";"E40321010000000000000241295700001";"3/9/2004";"1058";"";"";"";"";""
"SEE946546250274";"Sitzeckendach";"In Betrieb";"Solare Strahlungsenergie";"5,76";"5";"6/28/2013";"4/2/2020";"Sachsen";"08451";"Crimmitschau";"";"";"";"";"14524030";"";"";"24";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"6/8/2020";"";"";"natürliche Person (ABR928115670645)";"ABR928115670645";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL925860396769";"EEG996269952290";"E41081010000000000000000000206604";"6/28/2013";"5,76";"";"";"";"";""
"SEE995731523433";"PV-Wanzleben 2";"In Betrieb";"Solare Strahlungsenergie";"749,84";"633,3";"1/2/2021";"1/5/2021";"Sachsen-Anhalt";"39164";"Wanzleben-Börde";"An der Alten Tonkuhle";"1";"";"";"15083415";"52,050736";"11,456492";"2678";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"7/11/2022";"";"";"Dr. Ing. E. h. Frank Asbeck Ingenieurbüro für Industrieanlagen e. K.";"ABR958583450753";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL964182798950";"EEG938112754187";"";"1/2/2021";"749,84";"";"";"";"";""
"SEE983199732986";"Lipprandis";"In Betrieb";"Solare Strahlungsenergie";"1105,92";"1056";"12/21/2011";"4/3/2020";"Sachsen";"08371";"Glauchau";"Schönberger Straße";"1 z";"";"";"14524080";"50,846339";"12,51932";"4608";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"10/25/2021";"";"";"Erste Solarpark Xanten GmbH & Co KG";"ABR957240914843";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL958238742189";"EEG989205737662";"E41081010000000000000000000172207";"12/21/2011";"1105,92";"";"";"";"";""
"SEE904431618103";"Freiflächen-PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"803,52";"726";"1/15/2020";"4/9/2020";"Brandenburg";"04910";"Elsterwerda";"Roland-Schmid-Straße";"1";"";"";"12062124";"51,4683";"13,50118";"2592";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"2/12/2021";"";"";"BOSIG Baukunststoffe GmbH";"ABR918893548328";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL922642704569";"EEG912922388220";"E41081010000000000000000000297348";"1/15/2020";"803,52";"";"";"";"";""
"SEE996379803048";"Solarpark Lohne";"In Betrieb";"Solare Strahlungsenergie";"6999,96";"6496";"9/24/2020";"9/25/2020";"Sachsen-Anhalt";"39619";"Arendsee";"";"";"Lohne";"Flur 1: 24, 27, 28, 33";"15081030";"52,783648";"11,467435";"21212";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"3/15/2021";"";"";"Pitsberg Solarparks GmbH & Co. KG";"ABR920923300370";"Volleinspeisung";"SGE938923476704";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL968350186501";"EEG935890487931";"";"9/24/2020";"6999,96";"Gem18-2/037,";"";"";"";""
"SEE900217076389";"100 KWP-Aufdach";"In Betrieb";"Solare Strahlungsenergie";"102,96";"95";"5/4/2012";"4/6/2020";"Sachsen";"02923";"Kodersdorf";"Lindenstraße";"2";"";"";"14626230";"51,230552";"14,9073";"528";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/9/2021";"";"";"KDR-DE 1 GmbH";"ABR916478570986";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL956828386812";"EEG931959843670";"E41874010000000000314102261700001";"5/4/2012";"102,96";"";"";"";"";""
"SEE930011045113";"Photovoltaik 2,2 kW";"In Betrieb";"Solare Strahlungsenergie";"2,2";"2,2";"7/1/2001";"4/6/2020";"Sachsen";"01139";"Dresden";"";"";"";"";"14612000";"";"";"1";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"4/6/2020";"";"";"Stadtentwässerung Dresden GmbH";"ABR965181968177";"Volleinspeisung";"";"SachsenNetze GmbH (SNB980808485264)";"SNB980808485264";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL964963376704";"EEG938427421460";"E4067901DREWAGZG50000000086300001";"7/1/2001";"2,2";"";"";"";"";""
"SEE963272476341";"PVA Lugau";"In Betrieb";"Solare Strahlungsenergie";"234,72";"198";"1/31/2018";"4/7/2020";"Sachsen";"09385";"Lugau";"Grenzstraße";"19";"";"";"14521380";"50,736374";"12,75227";"864";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"2/23/2021";"";"";"natürliche Person (ABR905236848436)";"ABR905236848436";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung; Mittelspannung";"SEL956409679913";"EEG972558179364";"E41081010000000000000000000256858";"1/31/2018";"234,72";"";"";"";"";""
"SEE957130221754";"Solarpark Bornitz BA 1";"In Betrieb";"Solare Strahlungsenergie";"714,24";"475,2";"5/27/2020";"5/28/2020";"Sachsen";"04758";"Liebschützberg";"";"";"Borna";"668; 669/1; 671";"14730170";"51,301825";"13,171601";"2232";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/6/2022";"";"";"Energiebauern GmbH & Co. Kraftwerke KG";"ABR973463132475";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL933524898726";"EEG911999057381";"E41081010000000000000000000272554";"5/27/2020";"714,24";"";"";"";"";""
